"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=canis&show=coords"
"Access Time","Fri 2017-03-24 16:44:00 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","canis"
"","timerule","major"
"","taxon_status","all"
"","show","coords"
"Elapsed Time","0.025"
"Records Found","726"
"Records Returned","726"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat"
"740510","occ","","","79630","Aenocyon cf. dirus","species","43789","recombined as","Canis dirus","species","44837","Pleistocene","","2.588","0.0117","26738","-119.516670","34.400002"
"740511","occ","","","79630","Canis ochropus ?","species","44870","subjective synonym of","Canis latrans","species","44854","Pleistocene","","2.588","0.0117","26738","-119.516670","34.400002"
"740568","occ","","","79632","Aenocyon sp.","genus","43787","subjective synonym of","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","26749","-98.400002","29.583332"
"740981","occ","","","79683","Canis latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","26776","-97.683334","30.633333"
"740982","occ","","","79683","Canis cf. dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","26776","-97.683334","30.633333"
"745056","occ","","","79918","Canis dirus","species","44837","","Canis dirus","species","44837","Rancholabrean","","0.3","0.012","26822","-79.087776","33.010277"
"745057","occ","","","79757","Canis dirus","species","44837","","Canis dirus","species","44837","Rancholabrean","","0.3","0.012","26822","-80.334724","32.479443"
"745058","occ","22618","","79919","Canis armbrusteri","species","44827","","Canis armbrusteri","species","44827","Irvingtonian","","1.8","0.3","31468","-80.448059","33.214443"
"776506","occ","","","83304","Canis aureus","species","104156","","Canis aureus","species","104156","Holocene","","0.0117","0","27974","9.833333","16.966667"
"781878","occ","","","84181","Canis sp.","genus","41198","","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","28213","-87.792221","34.729443"
"788394","occ","","","85159","Canis sp.","genus","41198","","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","28655","-109.300003","26.983334"
"789151","occ","","","85314","Canis dirus","species","44837","","Canis dirus","species","44837","Rancholabrean","","0.3","0.012","28773","-118.293335","33.762501"
"798179","occ","","","86852","Canis rufus","species","44879","","Canis rufus","species","44879","Pleistocene","","2.588","0.0117","29235","-86.343887","34.741390"
"819173","occ","","","90036","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","30172","-5.341389","36.126667"
"819521","occ","","","90070","Canis sp.","genus","41198","","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","30193","18.341816","-32.317272"
"834584","occ","","","92732","Canis familiaris","species","104153","","Canis familiaris","species","104153","Holocene","","0.0117","0","31261","46.633057","-25.198610"
"835238","occ","","","92733","Canis familiaris","species","104153","","Canis familiaris","species","104153","Holocene","","0.0117","0","31261","46.633057","-25.198610"
"836034","occ","","","92787","Canis variabilis","species","44887","subjective synonym of","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31309","110.217781","33.134167"
"838769","occ","","","93103","Canis latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","3185","-96.707497","32.714722"
"838770","occ","","","93103","Aenocyon cf. dirus","species","43789","recombined as","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","3185","-96.707497","32.714722"
"839053","occ","","","93141","Canis latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31472","-106.883331","34.883331"
"839054","occ","","","93141","Canis cf. lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31472","-106.883331","34.883331"
"839964","occ","22635","","93181","Canis dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","3553","-108.199997","44.983334"
"839965","occ","","","93181","Canis latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31486","-108.199997","44.983334"
"839986","occ","","","93181","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","3553","-108.199997","44.983334"
"840114","occ","","","93182","Canis latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31487","-112.583336","44.633331"
"840115","occ","","","93182","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31487","-112.583336","44.633331"
"841210","occ","","","93251","Canis cf. dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","31525","-120.500000","43.333332"
"841211","occ","","","93251","Canis cf. occidentalis","species","44869","subjective synonym of","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31525","-120.500000","43.333332"
"841212","occ","","","93251","Canis latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31525","-120.500000","43.333332"
"841247","occ","","","93257","Canis dirus","species","44837","","Canis dirus","species","44837","Pleistocene","","2.588","0.0117","31531","-104.883331","31.883333"
"841279","occ","","","93259","Canis sp.","genus","41198","","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","31532","-97.050003","30.716667"
"841442","occ","","","93281","Canis latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31547","-104.783333","32.349998"
"841443","occ","","","93281","Canis microdon","species","44864","subjective synonym of","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31547","-104.783333","32.349998"
"841444","occ","","","93281","Canis nubilus","species","44868","subjective synonym of","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31547","-104.783333","32.349998"
"841539","occ","","","93277","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31561","-105.683334","42.783333"
"841709","occ","","","93326","Canis cf. latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","Holocene","0.126","0","31567","-114.033333","39.483334"
"841710","occ","","","93326","Canis cf. lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","Holocene","0.126","0","31567","-114.033333","39.483334"
"841734","occ","","","93329","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31573","-111.866669","40.766666"
"841748","occ","","","93333","Canis latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31579","-103.466667","43.433334"
"841749","occ","","","93333","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31579","-103.466667","43.433334"
"841784","occ","","","93345","Canis latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","Holocene","0.126","0","31584","-88.599998","33.500000"
"841978","occ","","","93376","Canis cf. lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","Holocene","0.126","0","31597","-106.400002","35.258331"
"841995","occ","","","93379","Canis latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31599","-90.366669","38.266666"
"841996","occ","","","93379","Canis dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","31599","-90.366669","38.266666"
"842525","occ","","","93527","Canis sp.","genus","41198","","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","31646","-96.966667","33.066666"
"842581","occ","","","93528","Canis latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31647","-114.516670","50.183334"
"847926","occ","","","94328","Canis lupus","species","44860","","Canis lupus","species","44860","Early Pleistocene","Late Pleistocene","2.588","0.0117","32076","14.658611","37.397778"
"847940","occ","","","94331","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","Late Pleistocene","0.781","0.0117","32076","9.012778","42.039444"
"872393","occ","","","96683","Canis sp.","genus","41198","","Canis","genus","41198","Quaternary","","2.588","0","32942","-77.280281","38.338333"
"872661","occ","","","96713","Canis sp.","genus","41198","","Canis","genus","41198","Neogene","","23.03","2.588","32997","10.420833","43.806946"
"872761","occ","","","96741","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Pliocene","","5.333","2.588","32997","10.689444","43.549442"
"874990","occ","","","96973","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Holocene","","0.0117","0","33119","23.400000","-34.099998"
"875018","occ","","","96974","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Late Pleistocene","","0.126","0.0117","33119","23.367666","-34.101559"
"906500","occ","","","101897","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","34644","141.434174","41.406113"
"906526","occ","","","101898","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","34644","141.429718","41.401943"
"906585","occ","","","101899","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","34644","141.429718","41.401943"
"915284","occ","","","103991","Canis cf. dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","35027","-79.656944","38.086109"
"915704","occ","","","104758","Canis dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","34884","-81.336098","37.097298"
"915925","occ","","","104797","Canis dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","35005","-78.388885","40.427223"
"919198","occ","","","104034","Canis sp.","genus","41198","","Canis","genus","41198","Late Pleistocene","Holocene","0.126","0","1461","-79.830833","37.987221"
"919339","occ","","","104664","Canis latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","1461","-78.512222","38.872501"
"919340","occ","","","104664","Canis sp.","genus","41198","","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","1461","-78.512222","38.872501"
"919358","occ","","","104667","n. gen. Pachycyon n. sp. robustus","species","231605","subjective synonym of","Canis familiaris","species","104153","Holocene","","0.0117","0","41131","-83.057777","36.733891"
"919359","occ","","","104668","Canis sp.","genus","41198","","Canis","genus","41198","Pleistocene","","2.588","0.0117","1461","-77.247223","38.330002"
"919450","occ","","","104675","Canis familiaris","species","104153","","Canis familiaris","species","104153","Holocene","","0.0117","0","1461","-78.414719","38.628056"
"919493","occ","","","104680","Canis sp.","genus","41198","","Canis","genus","41198","Late Pleistocene","Holocene","0.126","0","1461","-78.500557","38.667221"
"919540","occ","","","104689","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","Holocene","0.126","0","1461","-80.679169","37.334721"
"934378","occ","","","82258","Canis cf. lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","35381","-79.083054","38.357777"
"935492","occ","","","82530","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","35842","4.070278","51.984165"
"938097","occ","","","102954","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","Holocene","0.126","0","35949","3.000000","55.000000"
"970676","occ","","","21709","cf. Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Late Pleistocene","","0.126","0.0117","37298","18.433300","-33.666698"
"970705","occ","","","59167","Canis sp.","genus","41198","","Canis","genus","41198","Messinian","Piacenzian","7.246","2.588","37298","18.109268","-32.960178"
"970759","occ","","","21711","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","Holocene","2.588","0","37298","18.233299","-33.116699"
"970808","occ","","","21931","Canis cf. mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","37298","18.683300","-34.083302"
"970821","occ","","","115167","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Late Pleistocene","","0.126","0.0117","37301","21.195189","-34.408665"
"970822","occ","","","115167","Canis sp.","genus","41198","","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","37301","21.195189","-34.408665"
"970910","occ","","","115184","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Late Pleistocene","","0.126","0.0117","37303","16.576942","-29.768505"
"970959","occ","","","115188","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Middle Pleistocene","","0.781","0.126","37305","17.960278","-33.029167"
"971090","occ","","","115205","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","37314","18.150000","-33.333332"
"973715","occ","","","93828","Canis cf. lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","37407","-0.958889","54.262222"
"1003082","occ","","","122115","Canis familiaris","species","104153","","Canis familiaris","species","104153","Holocene","","0.0117","0","38884","4.630556","52.451942"
"1006780","occ","","","32904","Canis sp.","genus","41198","","Canis","genus","41198","Holocene","","0.0117","0","39115","109.988052","20.133333"
"1028841","occ","","","93332","Canis cf. latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","40141","-79.368889","38.602779"
"1028842","occ","","","93332","Canis dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","40141","-79.368889","38.602779"
"1028864","occ","","","20302","Canis sp.","genus","41198","","Canis","genus","41198","Irvingtonian","","1.8","0.3","39868","-78.699997","39.599998"
"1033798","occ","","","93332","Canis dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","40654","-79.368889","38.602779"
"1033799","occ","","","93332","Canis latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","40654","-79.368889","38.602779"
"1034153","occ","","","20302","Canis n. sp. armbrusteri","species","44827","","Canis armbrusteri","species","44827","Irvingtonian","","1.8","0.3","39868","-78.699997","39.599998"
"1034197","occ","","","20302","Canis cf. priscolatrans","species","44877","subjective synonym of","Canis rufus","species","44879","Irvingtonian","","1.8","0.3","41080","-78.699997","39.599998"
"1106774","occ","","","115191","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","45190","18.452728","-32.387051"
"1118503","occ","","","142016","Canis proplatensis","species","264379","","Canis proplatensis","species","264379","Early Pleistocene","","2.588","0.781","46109","-64.750000","-21.500000"
"1137413","occ","","","144976","Canis cf. dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","46836","-81.091393","-4.689722"
"1140905","occ","","","145366","Canis dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","46993","-72.239166","10.795000"
"1142035","occ","","","145500","Canis sp.","genus","41198","","Canis","genus","41198","Lujanian","","0.781","0.012","46859","-81.091393","-4.689722"
"1142036","occ","","","145500","Pseudalopex sp.","genus","83738","obsolete variant of","Canis (Pseudalopex)","subgenus","83738","Lujanian","","0.781","0.012","46859","-81.091393","-4.689722"
"1149282","occ","","","146602","Pseudalopex (Dusicyon) sp.","subgenus","83738","obsolete variant of","Canis (Pseudalopex)","subgenus","83738","Pleistocene","","2.588","0.0117","46859","-74.228058","-13.038611"
"1185081","occ","","","152904","Canis armbrusteri","species","44827","","Canis armbrusteri","species","44827","Pleistocene","","2.588","0.0117","49269","-80.447777","33.214443"
"1186496","occ","","","150336","Canis dirus","species","44837","","Canis dirus","species","44837","Rancholabrean","","0.3","0.012","48793","-118.348892","34.069721"
"1186497","occ","","","150336","Canis occidentalis","species","44869","subjective synonym of","Canis lupus","species","44860","Rancholabrean","","0.3","0.012","48793","-118.348892","34.069721"
"1186498","occ","","","150336","Canis milleri","species","44865","subjective synonym of","Canis lupus","species","44860","Rancholabrean","","0.3","0.012","48793","-118.348892","34.069721"
"1186499","occ","","","150336","Canis ochropus","species","44870","subjective synonym of","Canis latrans","species","44854","Rancholabrean","","0.3","0.012","48793","-118.348892","34.069721"
"1186500","occ","","","150336","Canis andersoni","species","44826","subjective synonym of","Canis latrans","species","44854","Rancholabrean","","0.3","0.012","48793","-118.348892","34.069721"
"1196134","occ","","","154722","Canis latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","50316","-80.400002","25.700001"
"1196135","occ","","","154722","Canis dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","50316","-80.400002","25.700001"
"1196392","occ","","","154771","Canis ayersi","species","44828","subjective synonym of","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","50335","-82.699997","27.799999"
"1196393","occ","","","154771","Canis cf. riviveronis","species","44878","subjective synonym of","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","50335","-82.699997","27.799999"
"1196494","occ","","","34269","Canis n. sp. ayersi","species","44828","subjective synonym of","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","50338","-80.397499","27.638332"
"1196538","occ","","","74292","Canis cf. latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","50339","-80.599998","28.083332"
"1196539","occ","","","74292","Canis cf. lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","50339","-80.599998","28.083332"
"1196540","occ","","","74292","Aenocyon cf. ayersi","species","43788","subjective synonym of","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","50339","-80.599998","28.083332"
"1196892","occ","","","154804","Canis dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","50371","-81.900002","27.170000"
"1196936","occ","","","154805","Canis dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","2451","-82.476387","29.407499"
"1196937","occ","","","154805","Canis rufus","species","44879","","Canis rufus","species","44879","Late Pleistocene","","0.126","0.0117","2451","-82.476387","29.407499"
"1196938","occ","","","154805","Canis familiaris","species","104153","","Canis familiaris","species","104153","Late Pleistocene","","0.126","0.0117","2451","-82.476387","29.407499"
"1197787","occ","","","154910","Aenocyon ayersi","species","43788","subjective synonym of","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","50427","-82.599998","29.850000"
"1197870","occ","","","154921","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","50430","-80.166664","26.700001"
"1201173","occ","","","155393","Canis indianensis","species","44850","subjective synonym of","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","50711","-122.281998","40.784000"
"1201221","occ","","","155393","Canis latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","50713","-122.281998","40.784000"
"1201222","occ","","","155393","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","50713","-122.281998","40.784000"
"1201310","occ","","","155409","Canis cf. dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","50720","-121.013885","38.908333"
"1201311","occ","","","155409","Canis ochropus","species","44870","subjective synonym of","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","50720","-121.013885","38.908333"
"1217418","occ","","","18304","Canis ferox","species","44840","","Canis ferox","species","44840","Hemphillian","","10.3","4.9","52058","-101.400002","36.700001"
"1217419","occ","","","19612","Canis ferox","species","44840","","Canis ferox","species","44840","Late Hemphillian","","10.3","4.9","52058","-113.400002","34.700001"
"1217420","occ","","","19514","Canis ferox","species","44840","","Canis ferox","species","44840","Late Hemphillian","","10.3","4.9","52058","-110.599998","32.500000"
"1217421","occ","","","18755","Canis ferox","species","44840","","Canis ferox","species","44840","Late Hemphillian","","10.3","4.9","52058","-108.000000","28.799999"
"1217422","occ","","","19925","Canis ferox","species","44840","","Canis ferox","species","44840","Blancan","","4.9","1.8","52058","-100.300003","37.200001"
"1217423","occ","","","19954","Canis lepophagus","species","44856","","Canis lepophagus","species","44856","Blancan","","4.9","1.8","52058","-98.234444","42.378334"
"1217424","occ","","","19914","Canis lepophagus","species","44856","","Canis lepophagus","species","44856","Blancan","","4.9","1.8","52058","-118.000000","43.000000"
"1217425","occ","","","79621","Canis lepophagus","species","44856","","Canis lepophagus","species","44856","Late Pleistocene","","0.126","0.0117","52058","-82.883331","29.883333"
"1220316","occ","","","20033","Canis edwardii","species","44838","","Canis edwardii","species","44838","Blancan","","4.9","1.8","52058","-101.633331","34.883331"
"1220317","occ","","","19963","Canis edwardii","species","44838","","Canis edwardii","species","44838","Blancan","","4.9","1.8","52058","-100.000000","42.700001"
"1220325","occ","","","19954","Canis edwardii","species","44838","","Canis edwardii","species","44838","Blancan","","4.9","1.8","52058","-98.234444","42.378334"
"1220326","occ","","","19751","Canis edwardii","species","44838","","Canis edwardii","species","44838","Blancan","","4.9","1.8","52058","-82.099998","29.799999"
"1220328","occ","","","159674","Canis edwardii","species","44838","","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","52058","-97.866081","42.352402"
"1220329","occ","","","159675","Canis edwardii","species","44838","","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","52058","-100.626114","40.205276"
"1220330","occ","","","159676","Canis edwardii","species","44838","","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","52058","-101.040001","40.180000"
"1220333","occ","","","159677","Canis edwardii","species","44838","","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","52058","-100.480003","40.180000"
"1220334","occ","","","159678","Canis edwardii","species","44838","","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","52058","-100.170830","40.283333"
"1220335","occ","","","159679","Canis edwardii","species","44838","","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","52058","-117.500000","43.599998"
"1220336","occ","","","20342","Canis edwardii","species","44838","","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","52058","-99.500000","33.750000"
"1220337","occ","","","18500","Canis edwardii","species","44838","","Canis edwardii","species","44838","Miocene","","23.03","5.333","52058","-81.800003","27.900000"
"1220339","occ","","","20322","Canis edwardii","species","44838","","Canis edwardii","species","44838","Blancan","","4.9","1.8","52058","-114.500000","31.700001"
"1220340","occ","","","159680","Canis latrans","species","44854","","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","52058","-98.358055","40.922222"
"1220342","occ","","","20532","Canis latrans","species","44854","","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","52058","-79.300003","38.700001"
"1220343","occ","","","152653","Canis latrans","species","44854","","Canis latrans","species","44854","Pleistocene","","2.588","0.0117","52058","-105.781944","39.549999"
"1220344","occ","","","20537","Canis armbrusteri","species","44827","","Canis armbrusteri","species","44827","Irvingtonian","","1.8","0.3","52058","-100.900002","37.099998"
"1220345","occ","","","20500","Canis latrans","species","44854","","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","52058","-102.500000","42.700001"
"1220346","occ","","","20501","Canis latrans","species","44854","","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","52058","-102.500000","42.700001"
"1220347","occ","","","20501","Canis dirus","species","44837","","Canis dirus","species","44837","Irvingtonian","","1.8","0.3","52058","-102.500000","42.700001"
"1220348","occ","","","20138","Canis dirus","species","44837","","Canis dirus","species","44837","Irvingtonian","","1.8","0.3","52058","-98.099998","40.200001"
"1230888","occ","","","162014","Canis lupus","species","44860","","Canis lupus","species","44860","Holocene","","0.0117","0","52776","-29.888332","82.125000"
"1231936","occ","","","162133","Canis latrans","species","44854","","Canis latrans","species","44854","Holocene","","0.0117","0","52801","-113.099998","46.666668"
"1231937","occ","","","162133","Canis familiaris","species","104153","","Canis familiaris","species","104153","Holocene","","0.0117","0","52801","-113.099998","46.666668"
"1234807","occ","","","162545","Canis familiaris","species","104153","","Canis familiaris","species","104153","Holocene","","0.0117","0","52940","-14.765556","81.558609"
"1287081","occ","","","171637","Canis sp.","genus","41198","","Canis","genus","41198","Holocene","","0.0117","0","55812","106.821671","52.753887"
"1310775","occ","","","175940","Canis lupus","species","44860","","Canis lupus","species","44860","Holocene","","0.0117","0","57682","149.074448","74.939445"
"1310781","occ","","","175940","Canis familiaris","species","104153","","Canis familiaris","species","104153","Holocene","","0.0117","0","57682","149.074448","74.939445"
"1310790","occ","","","175941","Canis familiaris","species","104153","","Canis familiaris","species","104153","Holocene","","0.0117","0","57683","-169.903336","66.048889"
"1310800","occ","","","175942","Canis familiaris","species","104153","","Canis familiaris","species","104153","Holocene","","0.0117","0","57683","-170.046387","66.034447"
"1314668","occ","","","176411","Canis familiaris","species","104153","","Canis familiaris","species","104153","Holocene","","0.0117","0","58039","-170.383331","63.700001"
"1315330","occ","","","176525","Canis sp.","genus","41198","","Canis","genus","41198","Holocene","","0.0117","0","58111","-70.299461","41.700111"
"1315351","occ","","","122450","Canis occidentalis","species","44869","subjective synonym of","Canis lupus","species","44860","Holocene","","0.0117","0","58111","-68.317780","44.330555"
"1315352","occ","","","122450","Canis sp.","genus","41198","","Canis","genus","41198","Holocene","","0.0117","0","58111","-68.317780","44.330555"
"1315386","occ","","","122440","Canis sp.","genus","41198","","Canis","genus","41198","Holocene","","0.0117","0","58111","-70.820328","42.820328"
"1350252","occ","","","183092","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Late Miocene","Early Pleistocene","11.608","0.781","61081","-0.223300","39.753399"
"1350564","occ","","","183123","Canis lupus","species","44860","","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","61122","23.166668","40.374722"
"1356828","occ","","","184245","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","61580","22.366388","36.677502"
"1359487","occ","","","77773","Canis accitanus","species","41198","species not entered","Canis","genus","41198","Gelasian","Early Pleistocene","2.588","0.781","61941","-3.166667","37.416668"
