lng,lat
24.400000,-34.099998
24.400000,-34.099998
24.633301,-27.616699
18.833300,-33.383301
18.833300,-33.383301
28.750000,-15.416700
17.950001,-33.023102
18.683300,-34.083302
27.633301,-29.083300
22.183300,-33.533298
21.866699,-33.511101
19.466700,-34.583302
19.376802,-34.546085
18.000000,-33.000000
18.250000,-33.083302
24.616699,-27.616699
25.650000,-33.599998
33.750000,16.250000
27.500000,-26.500000
27.721100,-26.016899
36.250000,-1.750000
29.600000,0.133300
29.823099,1.231400
29.823000,1.374000
18.150000,-32.976002
18.150000,-32.976002
18.150000,-32.976002
36.049999,2.900000
27.750000,-26.000000
27.750000,-26.000000
27.750000,-26.000000
27.750000,-26.000000
28.950001,-24.200001
-6.081400,34.435600
37.500000,5.250000
33.000000,24.500000
35.373600,-2.980600
35.344398,-2.986100
11.383300,50.983299
35.130001,-3.130000
36.349998,4.083333
 M2, D2
22.033333,46.966667
22.033333,46.966667
109.988052,20.133333
22.033333,46.966667
22.033333,46.966667
22.033333,46.966667
22.033333,46.966667
22.033333,46.966667
69.966667,38.349998
69.966667,38.349998
36.750000,35.133331
5.600000,50.483334
-80.397499,27.638332
-7.583333,33.583332
-7.583333,33.583332
-7.583333,33.583332
-101.186203,42.118900
68.966667,37.333332
69.111115,38.598331
69.666946,38.310833
68.000000,38.000000
79.000000,45.000000
78.000000,44.000000
23.150000,40.683334
123.433334,41.166668
21.799999,37.983334
21.600000,37.516666
22.950001,39.366669
23.466667,40.566666
23.466667,40.566666
22.950001,39.366669
-3.518889,42.352501
-2.466667,37.716667
-0.866667,37.616669
-3.518889,42.352501
-3.518889,42.352501
3.518889,42.352501
-3.518889,42.352501
-0.150000,39.849998
-2.566667,37.583332
20.500000,48.083332
0.383333,43.133331
-2.533333,37.816666
-2.596667,40.347221
20.750000,48.516666
18.450001,45.866669
18.450001,45.866669
18.383333,46.966667
20.750000,48.516666
20.750000,48.516666
18.400000,45.833332
18.450001,45.866669
18.450001,45.866669
20.533333,48.049999
16.799999,49.400002
-0.916667,40.216667
12.300000,41.883331
11.316667,51.400002
14.083333,49.933334
14.583333,50.183334
9.950000,49.816666
114.599998,39.840000
11.300000,42.400002
8.833300,45.799999
100.940002,24.870001
35.566666,32.683334
35.566666,32.683334
-2.066667,42.133331
35.049999,32.716667
31.913889,38.279167
30.520555,39.776669
35.463055,40.873333
39.713890,47.236389
39.713890,47.236389
23.916668,44.750000
23.916668,44.750000
23.916668,44.750000
44.041668,41.616669
25.549999,46.016666
108.500000,51.833332
45.990555,41.393055
41.816666,45.033333
44.116669,41.966667
84.271942,49.738609
13.848056,44.868332
53.426945,39.459999
-1.350000,39.483334
13.664444,45.768612
15.450000,41.783333
15.450000,41.783333
15.450000,41.783333
15.450000,41.783333
3.416667,45.166668
-8.874444,31.869167
28.964722,41.018612
14.216667,40.549999
0.150000,45.650002
0.150000,45.983334
0.150000,45.650002
0.150000,45.650002
0.150000,45.650002
0.150000,45.650002
0.150000,45.650002
11.250000,45.416668
11.250000,45.416668
11.250000,45.416668
11.250000,45.416668
11.250000,45.416668
11.250000,45.416668
11.250000,45.416668
11.033333,45.616669
11.000000,45.450001
11.100000,46.016666
11.333333,45.616669
11.550000,45.549999
13.748611,45.736389
13.729444,45.726391
12.200000,41.849998
18.183332,40.383331
11.966667,43.099998
11.466667,43.616669
3.516667,45.250000
3.863056,45.120556
2.919444,45.688610
3.450000,45.150002
3.866667,45.066666
3.900000,45.116669
3.850000,45.116669
1.351389,51.963333
159.300003,70.000000
160.000000,68.750000
5.395000,43.686111
5.395000,43.686111
5.395000,43.686111
5.395000,43.686111
5.395000,43.686111
5.395000,43.686111
1.841667,44.485558
0.633611,43.222221
1.200000,44.799999
0.366667,43.116669
12.935556,42.964722
11.480556,43.624443
10.030000,44.228058
13.158889,41.742222
1.731944,52.455276
1.246667,52.940556
7.450000,50.483334
8.266667,50.066666
8.283333,49.166668
8.816667,49.333332
9.200000,48.366669
10.483333,51.916668
16.934723,48.139999
9.516667,48.533333
9.050000,48.516666
7.458889,43.765556
15.816667,40.966667
30.000000,47.000000
30.000000,47.000000
29.000000,45.500000
29.000000,45.500000
29.000000,45.500000
29.000000,45.250000
30.500000,46.500000
77.030556,52.323612
107.000000,53.000000
104.733330,25.627222
12.489444,42.653332
11.330556,43.318611
4.053056,51.958057
44.195000,41.329166
23.033333,42.849998
2.950000,50.299999
18.109268,-32.960178
-83.364441,42.808887
-61.766666,-38.500000
-62.083332,-38.533333
-86.783333,36.183334
-86.783333,36.183334
-72.239166,10.794722
-80.292503,32.559166
-89.166664,13.783333
-64.733330,-21.533333
-63.066666,-20.750000
107.283333,47.766666
-104.800003,27.000000
-100.716667,23.816668
-58.700001,-38.566666
-57.125000,-34.066666
-57.716667,-38.033333
-97.150002,18.266666
-61.799999,-38.483334
-77.716667,-9.200000
-70.000000,-46.200001
-70.000000,-52.066666
-69.583336,-52.166668
-99.815277,24.099443
-80.500000,-4.700000
-60.200001,-37.299999
-117.987503,33.895279
-2.500000,41.166668
-58.065834,-37.840557
-84.750000,37.866669
-83.133331,36.266666
-80.599998,28.083332
-104.199997,31.183332
-107.150002,38.483334
-93.216667,36.666668
-104.449997,32.366669
39.715000,47.233334
-3.166667,37.416668
84.750000,50.950001
-98.099998,30.358334
-98.099998,30.358334
-98.099998,30.358334
-82.883331,29.883333
-119.516670,34.400002
-98.400002,29.583332
-97.683334,30.633333
-80.334724,32.479443
-79.087776,33.010277
-80.448059,33.214443
-79.083054,38.357777
4.070278,51.984165
9.833333,16.966667
-87.792221,34.729443
-109.300003,26.983334
-118.293335,33.762501
-86.343887,34.741390
-5.341389,36.126667
18.341816,-32.317272
46.633057,-25.198610
46.633057,-25.198610
110.217781,33.134167
-96.707497,32.714722
-106.883331,34.883331
-108.199997,44.983334
-112.583336,44.633331
-120.500000,43.333332
-104.883331,31.883333
-97.050003,30.716667
-105.683334,42.783333
-104.783333,32.349998
-114.033333,39.483334
-111.866669,40.766666
-79.368889,38.602779
-103.466667,43.433334
-88.599998,33.500000
-106.400002,35.258331
-90.366669,38.266666
-96.966667,33.066666
-114.516670,50.183334
-0.958889,54.262222
14.658611,37.397778
9.012778,42.039444
-77.280281,38.338333
10.420833,43.806946
10.689444,43.549442
23.400000,-34.099998
23.367666,-34.101559
141.434174,41.406113
141.429718,41.401943
141.429718,41.401943
3.000000,55.000000
-79.656944,38.086109
-79.830833,37.987221
-78.512222,38.872501
-83.057777,36.733891
-77.247223,38.330002
-78.414719,38.628056
-78.500557,38.667221
-80.679169,37.334721
-81.336098,37.097298
-78.388885,40.427223
21.195189,-34.408665
16.576942,-29.768505
17.960278,-33.029167
18.452728,-32.387051
18.150000,-33.333332
4.630556,52.451942
-70.820328,42.820328
-68.317780,44.330555
-64.750000,-21.500000
-81.091393,-4.689722
-72.239166,10.795000
-81.091393,-4.689722
-74.228058,-13.038611
-118.348892,34.069721
-105.781944,39.549999
-80.447777,33.214443
-80.400002,25.700001
-82.699997,27.799999
-81.900002,27.170000
-82.476387,29.407499
-82.599998,29.850000
-80.166664,26.700001
-122.281998,40.784000
-121.013885,38.908333
-97.866081,42.352402
-100.626114,40.205276
-101.040001,40.180000
-100.480003,40.180000
-100.170830,40.283333
-117.500000,43.599998
-98.358055,40.922222
-29.888332,82.125000
-113.099998,46.666668
-14.765556,81.558609
106.821671,52.753887
149.074448,74.939445
-169.903336,66.048889
-170.046387,66.034447
-170.383331,63.700001
-70.299461,41.700111
-0.223300,39.753399
23.166668,40.374722
22.366388,36.677502
